"","gnb","tnb","gns","farmer","optim","rep","landscape"
"990",-9994031357296.84,-4845953221006.36,-184100014.892625,-561388.491693442,"Farmer",58,1
"991",-7920681072254.67,-2910221620518.81,-187247103.610502,-646943.315683698,"Farmer",58,2
"992",-1428689410805.24,-121308360304.638,-142122528.27735,-974034.6043292,"Farmer",58,3
"993",-2016671138039.75,-1057600369456.35,-132005774.52494,-837861.404330579,"Farmer",58,4
"994",-7084812105157.24,-6297741771058.47,-160960502.656546,-495069.717928206,"Farmer",58,5
"995",-879034833707.698,-204376306644.102,-132335347.4326,-959748.170464742,"Farmer",58,6
"996",-7610753333179.03,-6363632682949.27,-161563194.031224,-472845.154771231,"Farmer",58,7
"997",-1145427969157.39,-301430093142.433,-133504063.097485,-944865.704620844,"Farmer",58,8
"998",-1391011096786.69,-551446337228.481,-137992169.460727,-922294.145334058,"Farmer",58,9
"999",-6294559728761.15,-2442162987756.46,-176084140.931387,-666263.191904204,"Farmer",58,10
"1000",-7779343655522.85,-5716048208872.88,-166108068.322255,-522457.630295904,"Farmer",58,11
"1001",-2996028237278.49,-493825029159.95,-158797781.128276,-892661.463460966,"Farmer",58,12
"1002",-9665441139051.61,-5520308986515.62,-180359380.604573,-537018.041423316,"Farmer",58,13
"1003",-5112885780016.21,-1223326463431.39,-172964432.936773,-744538.842030817,"Farmer",58,14
"1004",-8600999917806.61,-3394791134399.2,-187129225.900855,-636767.048090947,"Farmer",58,15
"1005",-3235581405186.91,-1176022563410.31,-151354447.440884,-824147.119981461,"Farmer",58,16
"1006",-1932514761546.16,-434855947546.351,-144405623.058091,-902327.374700562,"Farmer",58,17
"1007",-4630902169107.46,-1424177148378.06,-163492945.092213,-754657.006623944,"Farmer",58,18
"1008",-2707001021728.27,-1019739293021.75,-146393681.275989,-827452.532114735,"Farmer",58,19
"1009",-2132817170101.83,-932287152633.408,-138580757.637461,-847635.020927318,"Farmer",58,20
"1010",-7821362297739.49,-4069078664167.21,-170955925.907248,-614928.026765371,"Farmer",58,21
"1011",-2393086433000.69,-669035227744.579,-144581349.716149,-861560.443858419,"Farmer",58,22
"1012",-4162545663788.08,-2247599294294.7,-153171984.667959,-719595.493384418,"Farmer",58,23
"1013",-9113734630489.88,-4964162607270.89,-178324604.823692,-550406.606494492,"Farmer",58,24
"1014",-5839736823134.82,-1945932907947.56,-173233182.310434,-703132.522680801,"Farmer",58,25
"1015",-8188955249474.45,-3212802903593.09,-186173789.407452,-643814.269759367,"Farmer",58,26
"1016",-3491389992192.56,-1539351032381.28,-148930684.272564,-782438.873670925,"Farmer",58,27
"1017",-3903416851261.82,-1194473264005.55,-158271555.421792,-764828.221507849,"Farmer",58,28
"1018",-8890008595862.5,-5180193027984.02,-174374242.282935,-565046.245938913,"Farmer",58,29
"1019",-2443600829960.07,-1483564340710.55,-135370328.211734,-800247.767915208,"Farmer",58,30
"1020",-6951700424733.14,-6020490487967.8,-162263390.850275,-505947.388442138,"Farmer",58,31
"1021",-3395621881065.83,-1717284029272.51,-146917365.533883,-770665.406556091,"Farmer",58,32
"1022",-2182607219629.4,-698306079058.37,-146655368.833512,-861837.454843389,"Farmer",58,33
"1023",-5673705548225.55,-2651745603807.05,-162339032.773047,-692532.175786969,"Farmer",58,34
"1024",-7098393489655.29,-4157503985498.39,-170438236.782512,-600532.876490633,"Farmer",58,35
"1025",-2872355431140.49,-1197911054683.58,-148507919.65674,-816670.697744458,"Farmer",58,36
"1026",-4110287747185.66,-1845261241312.18,-154890457.579724,-744551.017617859,"Farmer",58,37
"1027",-4518993464366.51,-1612334735569.7,-164480533.737669,-738386.096828178,"Farmer",58,38
"1028",-1625701476506.35,-504654902615.085,-141300401.115584,-922192.525107695,"Farmer",58,39
"1029",-923566124884.126,-167463170316.407,-132982615.088524,-969787.953915155,"Farmer",58,40
"1030",-1639203730334.62,-159946229978.963,-143647746.108907,-938597.829820949,"Farmer",58,41
"1031",-9581304850732.97,-5319313725349.51,-181777693.156737,-545088.128199095,"Farmer",58,42
"1032",-7421296812765.62,-2394086310269.82,-183003846.610261,-682983.971819549,"Farmer",58,43
"1033",-3690248660089.88,-941225856089.838,-161274741.980762,-800652.579035056,"Farmer",58,44
"1034",-9819222885797.38,-4401880842311.64,-186952563.034524,-588025.362459561,"Farmer",58,45
"1035",-3553174614028.98,-1528394256508.54,-156540316.078035,-795049.674011153,"Farmer",58,46
"1036",-2519546078611.2,-787018684815.014,-142793575.23026,-846157.402964648,"Farmer",58,47
"1037",-8752885732674.15,-4361061431439.85,-178972816.852487,-594324.714071961,"Farmer",58,48
"1038",-6182632814584.79,-2978895929191.17,-166590112.260488,-649075.589163392,"Farmer",58,49
"1039",-7335996252947.95,-3564361565899.39,-171677808.661254,-625573.082916437,"Farmer",58,50
"1040",-7548522172013.82,-6830423645617.77,-167007163.306295,-495791.925019638,"Farmer",59,1
"1041",-8466744057393.49,-4897547701771.47,-174377996.776854,-524382.23762898,"Farmer",59,2
"1042",-7473899780127.33,-1566437306462.93,-190599673.271528,-697552.519748093,"Farmer",59,3
"1043",-1176289237080.46,-147131490095.967,-140591030.578238,-960231.671837183,"Farmer",59,4
"1044",-1138588993654.77,-200036135293.87,-138453044.807353,-944363.343411308,"Farmer",59,5
"1045",-1890346918497.79,-596778885231.197,-133963779.298686,-873125.183139056,"Farmer",59,6
"1046",-5759577362258.35,-1648696563623.87,-180559853.933303,-732272.860704311,"Farmer",59,7
"1047",-3149822367300.69,-982015260645.545,-151309703.809566,-825176.936289863,"Farmer",59,8
"1048",-6663139852574.06,-3516404641607.34,-169728942.16655,-610219.413192748,"Farmer",59,9
"1049",-6392241737483.79,-3260765534702.73,-165797597.901805,-640680.822656878,"Farmer",59,10
"1050",-2450676842395.06,-668177383226.702,-153939990.156968,-852493.05104161,"Farmer",59,11
"1051",-6853388122506.48,-5546372187042.35,-167221663.708559,-533542.221631281,"Farmer",59,12
"1052",-2042144528730.41,-429794035257.351,-148721388.107901,-885514.840778573,"Farmer",59,13
"1053",-5240968142246.14,-3021799241731.48,-162289771.646865,-659196.803480381,"Farmer",59,14
"1054",-1920334882055.22,-383130783315.582,-146776072.034153,-904831.462029039,"Farmer",59,15
"1055",-1329063049282.96,-172834567818.944,-142944544.765987,-956210.502044159,"Farmer",59,16
"1056",-4694136597164.12,-2704149301186.18,-157762685.565575,-662078.748069717,"Farmer",59,17
"1057",-4534517213344.4,-2256058589800.49,-159130819.010768,-688386.96532673,"Farmer",59,18
"1058",-6770835307660.08,-3224520635138.08,-174986084.617064,-617248.988529435,"Farmer",59,19
"1059",-1662568805915.48,-259665848916.853,-146927685.583784,-918766.317501401,"Farmer",59,20
"1060",-7896410862909.5,-4057350171572.93,-173660556.150418,-560936.145326411,"Farmer",59,21
"1061",-4084858757316.08,-1977496801145.87,-151335139.700763,-709197.09086043,"Farmer",59,22
"1062",-6573037730557.84,-5221447009692.51,-164120888.759421,-539351.104776534,"Farmer",59,23
"1063",-1490256384252.03,-255744857850.22,-140562184.966186,-933225.54894143,"Farmer",59,24
"1064",-7122229926936.67,-1652049068878.88,-188756145.422069,-703630.206349529,"Farmer",59,25
"1065",-2697372274875.53,-703679935468.96,-156469037.509537,-835390.62513447,"Farmer",59,26
"1066",-4270717442098.03,-2415234638139.66,-158295563.936723,-684846.406362102,"Farmer",59,27
"1067",-8065805170992.74,-6252334410914,-171671474.410197,-509420.868289587,"Farmer",59,28
"1068",-8240162739761.57,-4833802203600.34,-174631355.134046,-557679.516252081,"Farmer",59,29
"1069",-5134253184091.33,-846479384816.459,-178722544.800802,-786908.070237938,"Farmer",59,30
"1070",-3560086284040.79,-515636864982.807,-161760019.492095,-806511.953065369,"Farmer",59,31
"1071",-5633995186684.62,-1200746205507.03,-183710632.218923,-764056.73966244,"Farmer",59,32
"1072",-2293887705018.94,-496160005962.726,-148152802.414007,-859615.279633471,"Farmer",59,33
"1073",-2034773143516.19,-328021130048.972,-145197034.834867,-932222.662827029,"Farmer",59,34
"1074",-4950069178742.34,-1345133298005.19,-169671393.151571,-756288.228609797,"Farmer",59,35
"1075",-4908826977996.56,-933750708842.321,-179421333.765803,-799512.711989824,"Farmer",59,36
"1076",-7531543473305.6,-3402105740872.14,-179267338.746373,-603620.758545554,"Farmer",59,37
"1077",-7132530006868.01,-6388027317928.26,-165720933.30361,-513105.378128172,"Farmer",59,38
"1078",-4636108487534.31,-1812228779176.68,-155557570.004147,-727805.975801076,"Farmer",59,39
"1079",-3241092347824.1,-796968886452.38,-157332802.657302,-846354.406351401,"Farmer",59,40
"1080",-1431601742705.86,-220909532499.136,-136911443.335284,-964823.199437559,"Farmer",59,41
"1081",-7321062335882.83,-4135279407870.32,-171646623.249134,-588711.840610112,"Farmer",59,42
"1082",-2044467456479.16,-570662539074.595,-134973808.008096,-874002.097776583,"Farmer",59,43
"1083",-6381854499891.65,-1258999391397.26,-181220863.561168,-716943.241048235,"Farmer",59,44
"1084",-7458999719316.08,-6282958415970.29,-171111267.98904,-527034.303665956,"Farmer",59,45
"1085",-2255686126097.36,-791510450901.641,-146381855.697111,-850172.768908322,"Farmer",59,46
"1086",-5652031469712.03,-2103874891578.07,-163986867.477285,-701207.3452386,"Farmer",59,47
"1087",-5907142514272.79,-1086148651246.1,-180474062.518856,-760872.975246492,"Farmer",59,48
"1088",-3786539558312.11,-1331901048091.85,-150907640.875641,-762232.644861953,"Farmer",59,49
"1089",-6892779136276.29,-4506300620290.26,-170608481.317875,-582040.626400854,"Farmer",59,50
"1090",-6990711039250.13,-5828021892695.55,-163715466.900987,-533717.919840292,"Farmer",60,1
"1091",-9000773246187.32,-2382876150775.09,-191440331.335586,-669345.602431057,"Farmer",60,2
"1092",-9582606771086.52,-2948878794062.62,-188996365.220623,-630472.822850869,"Farmer",60,3
"1093",-1328231843149.12,-450046619287.152,-133431728.566362,-884550.61323733,"Farmer",60,4
"1094",-1343378305142.79,-226940775712.452,-139443790.105934,-969882.841021691,"Farmer",60,5
"1095",-7008446925480.7,-5684644496148.15,-164203499.621694,-532324.328749969,"Farmer",60,6
"1096",-2106878562509.21,-394766977008.789,-148419125.881201,-926579.08237001,"Farmer",60,7
"1097",-9258555763198.4,-3168791171738.15,-183259832.886784,-617916.314628678,"Farmer",60,8
"1098",-1962606997889.38,-645576861129.627,-138541863.124127,-866452.224326065,"Farmer",60,9
"1099",-7431380575637.88,-3271531660320.49,-170422402.68035,-597374.430355282,"Farmer",60,10
"1100",-2257715528059.6,-741819356805.121,-149798928.192575,-844483.347034393,"Farmer",60,11
"1101",-6352217458177.93,-4940327828585.3,-163285794.478262,-566809.599454529,"Farmer",60,12
"1102",-1965052637882.47,-390731594720.794,-143225170.771923,-893789.625691017,"Farmer",60,13
"1103",-1516316559463.45,-275963695754.773,-141506600.152874,-943355.994485782,"Farmer",60,14
"1104",-7787934245990.79,-3146879440640.58,-171624278.824968,-576807.519072743,"Farmer",60,15
"1105",-4574405991761.68,-762187359234.782,-168793478.440709,-780416.150714176,"Farmer",60,16
"1106",-1844061672389.85,-967235379322.656,-131707954.13567,-805534.846230047,"Farmer",60,17
"1107",-7683903543524.87,-4293127087628.26,-176862774.073552,-582409.051385836,"Farmer",60,18
"1108",-8303847476779.7,-1932613251191.22,-190006416.711267,-698242.490806404,"Farmer",60,19
"1109",-3663902997264.01,-2298820641934.53,-146545713.376072,-696071.59198395,"Farmer",60,20
"1110",-4176718385845.9,-775232632672.776,-164306431.313661,-795628.953936892,"Farmer",60,21
"1111",-3559335366190.57,-1879712716231.88,-157556896.971397,-713814.117301004,"Farmer",60,22
"1112",-1602091250137.68,-339476481730.352,-140876295.44867,-900458.821168612,"Farmer",60,23
"1113",-3215727201783.1,-1029073995483.78,-152132906.057428,-804276.93568457,"Farmer",60,24
"1114",-5015064196418.98,-1141178432112.85,-174764977.648912,-762731.590604451,"Farmer",60,25
"1115",-5449115477840.22,-3481715129119.92,-160082025.748881,-656770.342718753,"Farmer",60,26
"1116",-6594619624819.7,-5293525146221.92,-164557684.115164,-555080.156886201,"Farmer",60,27
"1117",-3675180257052,-1598373913638.4,-158718510.075739,-735926.246692699,"Farmer",60,28
"1118",-7073563205389.89,-4695634118489.55,-169009062.464338,-603991.158899902,"Farmer",60,29
"1119",-2509734242551.43,-583022877205.928,-155604538.855537,-882171.535370578,"Farmer",60,30
"1120",-2828146592350.06,-709613559076.644,-150604536.633593,-867200.382657787,"Farmer",60,31
"1121",-5846626933383.96,-1499730403953.67,-176306411.346788,-732095.325947072,"Farmer",60,32
"1122",-8598004788661.89,-2684248333812.05,-188950265.819086,-675604.135488482,"Farmer",60,33
"1123",-6929017261378.53,-1993803938307.19,-179146447.869462,-698371.415310518,"Farmer",60,34
"1124",-6588183083252.69,-5682730949429.76,-159881095.517706,-545064.891058737,"Farmer",60,35
"1125",-1416445356470.85,-237326426710.114,-141534898.078447,-951473.11720762,"Farmer",60,36
"1126",-2536205921510.6,-774389330090.926,-149192559.655785,-827105.057917359,"Farmer",60,37
"1127",-3330219069863.26,-570763206056.549,-159132840.996533,-832406.200662617,"Farmer",60,38
"1128",-4712924386692.53,-2585637051374.43,-156966916.13269,-659938.682316927,"Farmer",60,39
"1129",-6378955431679.92,-1531347819894,-181614600.065051,-744879.968332537,"Farmer",60,40
"1130",-3382074980068.45,-1197831677660.92,-153041429.664036,-778814.583841998,"Farmer",60,41
"1131",-7085649922124.22,-4188634470023.38,-168398554.534581,-574803.309665655,"Farmer",60,42
"1132",-6042221820843.42,-3347574598791.9,-169140947.630127,-637132.045795856,"Farmer",60,43
"1133",-4894208909681.25,-2304680646659.7,-165669113.644194,-684335.108687757,"Farmer",60,44
"1134",-8692937634613.6,-2529918177950.7,-186251518.269711,-670600.381615396,"Farmer",60,45
"1135",-5757522519801.22,-5059771692987.73,-157847751.037236,-557307.85441526,"Farmer",60,46
"1136",-9433412448243.33,-2627252410673.17,-188820160.589608,-646789.115166439,"Farmer",60,47
"1137",-5492190284632.38,-1202139716125.45,-174819870.121774,-772480.487806493,"Farmer",60,48
"1138",-6769232380550.91,-1589406683471.68,-180186329.872238,-711704.720631501,"Farmer",60,49
"1139",-6647868722185.6,-1846190739175.27,-177763775.983301,-721616.786349868,"Farmer",60,50
"1140",-797603397371.194,-85138095369.961,-137750592.138082,-980960.282242893,"Farmer",61,1
"1141",-9001646022086.46,-3234206820985,-197910855.328729,-618434.991459276,"Farmer",61,2
"1142",-6727676004167.74,-5617596185794.73,-160835907.492837,-526922.370327508,"Farmer",61,3
"1143",-9363340438487.69,-3163721509875.22,-195382606.580482,-607900.951754649,"Farmer",61,4
"1144",-1237233206309.48,-399630691168.749,-130958893.393291,-904974.03597094,"Farmer",61,5
"1145",-750220918528.886,-112965590848.696,-132940016.255516,-996426.02603537,"Farmer",61,6
"1146",-3410214596142.76,-1506541613637.33,-149304754.846931,-759507.363334292,"Farmer",61,7
"1147",-1911193802416.93,-503489243108.422,-147701832.401431,-868542.515287332,"Farmer",61,8
"1148",-5137949242403.11,-2467736374502.28,-165941901.462345,-704082.774891856,"Farmer",61,9
"1149",-6362077956958.84,-1929966678871.68,-184334747.995228,-721990.802684109,"Farmer",61,10
"1150",-8486930351986.67,-3869608490324.64,-187285113.134177,-592627.820525173,"Farmer",61,11
"1151",-3899887968813.87,-1947089630375.79,-156891289.422263,-737181.316281401,"Farmer",61,12
"1152",-6478925646299.5,-3590227640842.76,-167825157.304997,-634829.94529121,"Farmer",61,13
"1153",-4514519498979.87,-857675138951.822,-178151947.516335,-809002.677984461,"Farmer",61,14
"1154",-2829995747306.12,-747773751450.971,-154147199.26691,-852959.631991946,"Farmer",61,15
"1155",-4177599583537.05,-925036463194.975,-174905358.391943,-793335.394840143,"Farmer",61,16
"1156",-5791729821520.57,-1451738768996.74,-181651541.717154,-774003.872698878,"Farmer",61,17
"1157",-7482950717466.07,-4789820995476.61,-168474343.205856,-573157.175710081,"Farmer",61,18
"1158",-7662251055877.88,-2077689270074.29,-192117274.332775,-695794.687412558,"Farmer",61,19
"1159",-3118457836963.81,-631656490179.396,-160248134.619069,-847608.12662105,"Farmer",61,20
"1160",-3117968383115.8,-1113053920405.5,-151695055.970282,-782646.795208008,"Farmer",61,21
"1161",-5309771176480.23,-2961721533233.21,-156296862.472916,-673262.811810079,"Farmer",61,22
"1162",-7031313946420.02,-5043311539527.01,-169458678.797434,-561533.44997881,"Farmer",61,23
"1163",-6172787341288.92,-5684071902091.6,-158528760.298193,-545823.571299973,"Farmer",61,24
"1164",-980664720792.094,-194417800381.963,-139126214.499373,-943381.806787346,"Farmer",61,25
"1165",-5961657897568.23,-3276803334319.66,-162985255.441356,-638135.271453633,"Farmer",61,26
"1166",-2759130378476.95,-882276262057.376,-150048788.177268,-830998.334520474,"Farmer",61,27
"1167",-1625450585435.96,-527793779101.903,-137292978.580814,-888297.526693409,"Farmer",61,28
"1168",-8211512634410.37,-3023380550595.8,-195276426.539497,-658611.755297013,"Farmer",61,29
"1169",-2318197436891.1,-955470655385.876,-139998092.022973,-816460.708434281,"Farmer",61,30
"1170",-5619231065865.6,-4561431365992.77,-155064224.472073,-581904.947318067,"Farmer",61,31
"1171",-7350440875477.01,-2110663653383.44,-186248390.330243,-669691.257713043,"Farmer",61,32
"1172",-2499763393339.7,-402873392711.3,-150528091.877918,-900297.356883102,"Farmer",61,33
"1173",-6750643777168.6,-2641500681914.25,-179471806.300935,-669461.661016606,"Farmer",61,34
"1174",-6764564491796.1,-5200129786020.49,-160438581.242177,-541092.766668555,"Farmer",61,35
"1175",-1488015121613.99,-324396020710.472,-137280359.555279,-918577.629640976,"Farmer",61,36
"1176",-1122414977153.59,-154915615963.081,-142470971.956869,-956837.113807831,"Farmer",61,37
"1177",-7254365173399.81,-2313288428569.36,-188603279.455021,-692880.660367377,"Farmer",61,38
"1178",-3151510961292.89,-501662235651.382,-161978236.416555,-885577.959804152,"Farmer",61,39
"1179",-5816734153907.41,-2761399209041.19,-168399091.894878,-679862.223682406,"Farmer",61,40
"1180",-8083685092377.63,-3137833681336.02,-189347492.565837,-619236.628110831,"Farmer",61,41
"1181",-1395890685524.42,-499286362412.197,-131435595.804082,-889499.971071479,"Farmer",61,42
"1182",-3632069250292.37,-1120617718513.18,-160967968.775847,-806206.273267707,"Farmer",61,43
"1183",-5535472528276.83,-2224161941341.32,-172964533.572693,-730357.891444335,"Farmer",61,44
"1184",-5118994108212.27,-2106875084729.49,-171438161.343162,-738721.949143212,"Farmer",61,45
"1185",-3528760945566.37,-652397823827.317,-163369593.845088,-823597.055490544,"Farmer",61,46
"1186",-7395870429887.31,-4285726680251.26,-170792737.165631,-592567.013220621,"Farmer",61,47
"1187",-6370094777641.35,-2161678709743.97,-175589327.85276,-699451.717308945,"Farmer",61,48
"1188",-7077818418168.58,-3180613606977.3,-172818998.695081,-623255.066952834,"Farmer",61,49
"1189",-2513038780480.16,-1025275862838.87,-144073044.367268,-780538.536195881,"Farmer",61,50
"1190",-1350773639390.58,-213222684234.511,-144980834.655027,-978015.209772434,"Farmer",62,1
"1191",-1356448793090.07,-224046083307.878,-140117480.887447,-964895.390654568,"Farmer",62,2
"1192",-7856469030983.26,-5612309024589.92,-173156607.71854,-542257.478169765,"Farmer",62,3
"1193",-1427839712070.99,-200818659449.501,-144468723.040076,-962641.295177606,"Farmer",62,4
"1194",-1664778948179.05,-686896529610.772,-135137729.300707,-875842.698288651,"Farmer",62,5
"1195",-8881559038332.01,-2495065713905.3,-188326425.532459,-641771.766183041,"Farmer",62,6
"1196",-7711644787897.83,-1919694759076.43,-190053386.983282,-687928.289010114,"Farmer",62,7
"1197",-4919501466073.65,-3019500177842.36,-156933516.268959,-665089.911471716,"Farmer",62,8
"1198",-3356365572155.54,-973730826479.993,-158525927.877848,-788175.043796678,"Farmer",62,9
"1199",-5911543403052.76,-3879091864853.72,-162752656.829631,-613739.525239572,"Farmer",62,10
"1200",-1949276110973.74,-559099720695.164,-142480162.751784,-898455.87051492,"Farmer",62,11
"1201",-2003542727148.7,-363936467361.376,-149476720.826014,-922988.595751827,"Farmer",62,12
"1202",-6544862284492.56,-1615055669638.83,-181301345.769844,-705498.386860995,"Farmer",62,13
"1203",-2720615709889.86,-1120243910310.23,-145708573.133991,-800078.120425899,"Farmer",62,14
"1204",-2350803236349.3,-272265167037.73,-152909365.288156,-949299.839229854,"Farmer",62,15
"1205",-4866025307730.54,-2298048169088.17,-164673455.47226,-657459.956816012,"Farmer",62,16
"1206",-5212537420741.85,-893378773442.587,-175210189.739882,-800260.585217916,"Farmer",62,17
"1207",-8296761628145.4,-4703849192109.8,-173651411.909168,-547262.584741262,"Farmer",62,18
"1208",-8038988794191.41,-4878357266336.35,-177388514.595568,-558242.414565438,"Farmer",62,19
"1209",-2467059035088.41,-961181084403.219,-144242120.603408,-826984.890206682,"Farmer",62,20
"1210",-4103199375384.88,-2614082298465.63,-149637446.385837,-684556.253692148,"Farmer",62,21
"1211",-7868579239010.51,-3273134429655.59,-176442384.449309,-584759.423776624,"Farmer",62,22
"1212",-4286781937122.98,-2030949216112.17,-162736859.280156,-703191.006569258,"Farmer",62,23
"1213",-7352740434874.42,-4170652947563.45,-170747679.984577,-573287.534399691,"Farmer",62,24
"1214",-2771124170303.58,-728465897906.489,-157924319.24363,-836400.53534971,"Farmer",62,25
"1215",-4093567706514.47,-1044229931099.81,-156189779.832219,-754359.00662427,"Farmer",62,26
"1216",-2335207036971.42,-431686023545.959,-154722560.664506,-910786.410531171,"Farmer",62,27
"1217",-1508446841418.42,-303652595356.127,-147435669.647784,-955473.823127895,"Farmer",62,28
"1218",-6823290233664.65,-1236405284789.13,-184636265.634973,-733981.284680798,"Farmer",62,29
"1219",-2642003143548.65,-1197378424586.53,-146768136.999698,-770276.173606219,"Farmer",62,30
"1220",-1885362351766.62,-721508330537.677,-137489160.692557,-870091.324218829,"Farmer",62,31
"1221",-3221387437544.5,-877710025705.857,-156203542.359457,-765064.859505503,"Farmer",62,32
"1222",-7792897438680.31,-3177938260360.12,-176066313.726313,-625298.8444125,"Farmer",62,33
"1223",-6028971194294.03,-1131054051126.52,-181160058.353272,-746301.672247764,"Farmer",62,34
"1224",-4426515247141.75,-1480522156946.16,-158731856.529845,-754229.104928582,"Farmer",62,35
"1225",-5170213915584.21,-2182236384151.85,-165887669.346659,-689012.765934325,"Farmer",62,36
"1226",-1450453349702.36,-470117817193.859,-133573760.460355,-903735.252794102,"Farmer",62,37
"1227",-5570747176152.62,-1459521115493.03,-172525187.391343,-717276.388640452,"Farmer",62,38
"1228",-3731500177552.76,-1706876602038.23,-150928350.449603,-727459.729416491,"Farmer",62,39
"1229",-6307639655738,-1948127233631.66,-176328720.76738,-696185.507208443,"Farmer",62,40
"1230",-7281568227463.57,-1549607914229.26,-187567016.375824,-715319.300287332,"Farmer",62,41
"1231",-7734116116758.8,-5177496205730.95,-173869453.793275,-542509.952206,"Farmer",62,42
"1232",-6296143057141.66,-3114809166698.59,-166752269.316529,-637794.691881984,"Farmer",62,43
"1233",-1691598618702.84,-303286016152.825,-146516041.129028,-944786.418394614,"Farmer",62,44
"1234",-2073080769752.15,-438296411388.149,-150688310.128116,-904818.190334116,"Farmer",62,45
"1235",-5157786468443.79,-3251021252648.78,-158023470.106886,-645161.743831565,"Farmer",62,46
"1236",-6622217155778.95,-1036528570828.17,-185852969.824605,-743797.615889999,"Farmer",62,47
"1237",-6911738064738.59,-3048786213962.36,-174123559.354345,-602663.067552348,"Farmer",62,48
"1238",-2358057667913.28,-745536828954.395,-144413454.122291,-864400.036334703,"Farmer",62,49
"1239",-2480354505263.17,-883093121177.901,-147645464.102993,-848651.808179901,"Farmer",62,50
"1240",-1147969561921.1,-169022526818.708,-137484086.151603,-961490.49067737,"Farmer",63,1
"1241",-1339957561901.74,-418437754649.024,-137211920.660099,-885031.643970525,"Farmer",63,2
"1242",-7817422144030.04,-5578881412781.76,-170594063.926732,-498899.130196111,"Farmer",63,3
"1243",-9431243102903.96,-4996175188925.31,-183213409.238648,-547802.38672847,"Farmer",63,4
"1244",-8837809092334.75,-3572615237915.58,-185636403.84304,-610339.7469258,"Farmer",63,5
"1245",-1387270835273.33,-216889119437.82,-139099401.61314,-950327.335620138,"Farmer",63,6
"1246",-2475939987601.72,-640587767810.365,-147480632.536145,-822487.751769823,"Farmer",63,7
"1247",-1984935969867.94,-668659765279.678,-143061226.019238,-861289.728222177,"Farmer",63,8
"1248",-8012446979901.32,-5211975495119.61,-172243098.748101,-524978.606809081,"Farmer",63,9
"1249",-2826140789165.12,-817542430221.607,-150010067.630964,-806754.371188721,"Farmer",63,10
"1250",-4575067637918.35,-1766456237075.93,-158200928.220873,-706377.57915803,"Farmer",63,11
"1251",-1857684174494.67,-257452357395.559,-145733860.078015,-907380.434956694,"Farmer",63,12
"1252",-5480596627192.95,-3157322325809.27,-160469609.145885,-640685.442962718,"Farmer",63,13
"1253",-2426082092481.47,-608113258532.016,-153177957.527049,-843530.418983415,"Farmer",63,14
"1254",-3598534966093.04,-1259349219522.14,-147692309.628042,-787724.578743406,"Farmer",63,15
"1255",-4274828423959.48,-1918004791041.91,-153450311.520879,-734677.377755817,"Farmer",63,16
"1256",-3034609953200.19,-775441901625.09,-153839260.574494,-807258.389433769,"Farmer",63,17
"1257",-5754173086057.48,-2015386995518.57,-165158851.918902,-683127.646884397,"Farmer",63,18
"1258",-6863933393638.08,-5158658405768.36,-164128876.066484,-498874.989121786,"Farmer",63,19
"1259",-8167779855340.47,-4329596702163.22,-178256169.720838,-571405.555250925,"Farmer",63,20
"1260",-5983914415428.57,-2306512515530.65,-168376490.454833,-678273.644707508,"Farmer",63,21
"1261",-1624538856122.48,-257070385715.89,-142582524.425141,-925982.412104909,"Farmer",63,22
"1262",-1472677244144.65,-304674813698.155,-143107664.783638,-920866.60574002,"Farmer",63,23
"1263",-6608875410239.06,-3246145498474.43,-168043359.938603,-627643.570224086,"Farmer",63,24
"1264",-5911183990142.91,-2602889923160.52,-168111338.676017,-663543.235714977,"Farmer",63,25
"1265",-4905171508009.92,-1320502812149.4,-164578674.310824,-726189.844876261,"Farmer",63,26
"1266",-3884864837157.03,-1710866047991.83,-155033344.225105,-734744.973722265,"Farmer",63,27
"1267",-5152779964158.72,-1950096731918.59,-164032829.02745,-697788.51073277,"Farmer",63,28
"1268",-8539051829504.46,-4603952310562.55,-180004529.962354,-565280.552620203,"Farmer",63,29
"1269",-2623026291009.7,-856207413859.899,-148468204.970819,-822431.500501725,"Farmer",63,30
"1270",-6221841899173.46,-3870172701746.64,-165850445.409118,-596385.364501836,"Farmer",63,31
"1271",-3869185524079.89,-977824359864.255,-157908378.348862,-789076.247585079,"Farmer",63,32
"1272",-1573406900631.05,-286942459013.749,-141910901.259438,-916268.471017963,"Farmer",63,33
"1273",-7352276011579.19,-4706734952400.48,-172355725.451522,-551845.301002728,"Farmer",63,34
"1274",-6664687665514,-2848105318292.55,-177921521.497911,-646927.415246796,"Farmer",63,35
"1275",-4078474179160.97,-1521201084924.97,-156679739.967694,-753832.763445729,"Farmer",63,36
"1276",-3271044715728.13,-482115883867.13,-147181583.178732,-797984.463852822,"Farmer",63,37
"1277",-9024324673623.7,-4617756046762.6,-182779230.409292,-560263.549328748,"Farmer",63,38
"1278",-4880541037399.04,-1269205666174.11,-167721574.245236,-754307.085527472,"Farmer",63,39
"1279",-1599887899147.5,-466076456033.654,-139205262.925484,-874342.120712414,"Farmer",63,40
"1280",-2023412772362.65,-600140558247.198,-145600463.91634,-867172.809404243,"Farmer",63,41
"1281",-7848397627347.76,-4287782865151.04,-174400897.222222,-584276.43695872,"Farmer",63,42
"1282",-3999993474808.35,-1623959786566.26,-154845904.748751,-726236.621354402,"Farmer",63,43
