"","X.1","X","gnb","tnb","gns","farmer","optim","rep","landscape"
"1026",1026,1026,81848962468993.7,40148696337733.7,5323216584.37748,7964992.80207584,"GNB + TNB + GNS + Farmer",58,37
"1027",1027,1027,84082765698801.2,38342367231857,5389765296.73582,7956509.62645511,"GNB + TNB + GNS + Farmer",58,38
"1028",1028,1028,65985694131451.1,30295479894458.9,5225561218.06245,8145043.90923479,"GNB + TNB + GNS + Farmer",58,39
"1029",1029,1029,60716166061284.6,26551316870450.1,5176828680.3005,8196855.28133966,"GNB + TNB + GNS + Farmer",58,40
"1030",1030,1030,66535981025530.1,26181279376682.6,5245466050.53231,8163021.7919765,"GNB + TNB + GNS + Farmer",58,41
"1031",1031,1031,106182818603560,55606688638877.1,5484958047.94523,7754872.83621101,"GNB + TNB + GNS + Farmer",58,42
"1032",1032,1032,98187959935709.4,42825680250106.6,5497562223.56174,7897148.61023028,"GNB + TNB + GNS + Farmer",58,43
"1033",1033,1033,79143727961344.5,33887484391788.7,5361030389.34839,8020971.04888319,"GNB + TNB + GNS + Farmer",58,44
"1034",1034,1034,107000953609678,52033360626614.9,5501969913.66659,7799022.44634355,"GNB + TNB + GNS + Farmer",58,45
"1035",1035,1035,78172037477348.9,37758280513464.8,5337931779.86239,8015647.50475265,"GNB + TNB + GNS + Farmer",58,46
"1036",1036,1036,72092631924507,33358124892815.4,5234474349.13841,8070370.41855503,"GNB + TNB + GNS + Farmer",58,47
"1037",1037,1037,102588687637943,52042040501094.1,5459943479.3896,7804222.202595,"GNB + TNB + GNS + Farmer",58,48
"1038",1038,1038,91872955591850.3,46275017285354.5,5376074268.23518,7864266.97125122,"GNB + TNB + GNS + Farmer",58,49
"1039",1039,1039,96527455251422.2,48698970661685,5415460565.90398,7839960.68754899,"GNB + TNB + GNS + Farmer",58,50
"1040",1040,1040,98641091077302.2,61423599897875.3,5397807189.01814,7705466.57833909,"GNB + TNB + GNS + Farmer",59,1
"1041",1041,1041,101935996844325,54281786403128.2,5438518325.13785,7733738.06985213,"GNB + TNB + GNS + Farmer",59,2
"1042",1042,1042,97819318166314.5,38655596502708.5,5540586144.08186,7916232.06428654,"GNB + TNB + GNS + Farmer",59,3
"1043",1043,1043,63056532248084.7,25877511280220,5228829981.4242,8189616.38057144,"GNB + TNB + GNS + Farmer",59,4
"1044",1044,1044,62796245613949.7,26883630745174.9,5233817158.45139,8172909.03643006,"GNB + TNB + GNS + Farmer",59,5
"1045",1045,1045,67539158434794.8,31021469905538.4,5188152642.83378,8094301.58219973,"GNB + TNB + GNS + Farmer",59,6
"1046",1046,1046,90937767718915.4,39675190164953.2,5485279837.811,7950885.60502645,"GNB + TNB + GNS + Farmer",59,7
"1047",1047,1047,76482482124105.7,34759748305123.6,5311403749.41825,8049674.40380167,"GNB + TNB + GNS + Farmer",59,8
"1048",1048,1048,94843734695929.6,48670720014834,5417681238.37056,7824352.98817931,"GNB + TNB + GNS + Farmer",59,9
"1049",1049,1049,93097462675073.1,47175987388705.8,5385599147.5832,7854997.86204934,"GNB + TNB + GNS + Farmer",59,10
"1050",1050,1050,72629966601558.1,32151091119678.4,5322002511.84773,8078605.27088489,"GNB + TNB + GNS + Farmer",59,11
"1051",1051,1051,95536654211568.8,56655370331552.2,5401921382.42876,7744724.11344414,"GNB + TNB + GNS + Farmer",59,12
"1052",1052,1052,69883280282881.8,29984475860411.9,5285647892.81819,8108809.17858881,"GNB + TNB + GNS + Farmer",59,13
"1053",1053,1053,88337794766708,46687677092013.1,5372779561.07179,7875117.50989432,"GNB + TNB + GNS + Farmer",59,14
"1054",1054,1054,68606417471412.2,29460202442807.5,5271923387.73103,8132557.91869307,"GNB + TNB + GNS + Farmer",59,15
"1055",1055,1055,64028464270026.1,26221967460834,5255296364.48078,8186530.53014473,"GNB + TNB + GNS + Farmer",59,16
"1056",1056,1056,84959399141315.7,44649973850219.5,5346569764.38873,7882990.25734804,"GNB + TNB + GNS + Farmer",59,17
"1057",1057,1057,84443305775951.8,42788016074229.9,5355237686.25868,7907400.97470201,"GNB + TNB + GNS + Farmer",59,18
"1058",1058,1058,95695632807298.9,47458080395158.5,5450206346.12174,7831345.43464997,"GNB + TNB + GNS + Farmer",59,19
"1059",1059,1059,66946039093603.2,27818523609844.9,5267135218.09204,8146367.32803725,"GNB + TNB + GNS + Farmer",59,20
"1060",1060,1060,99676675165964.4,50827348967374.5,5434257456.10421,7771735.28594407,"GNB + TNB + GNS + Farmer",59,21
"1061",1061,1061,82040549559641.7,41283014396147.5,5296333671.72589,7927799.40410088,"GNB + TNB + GNS + Farmer",59,22
"1062",1062,1062,94157129311283.4,55445264872904.3,5376203489.27353,7752017.83784597,"GNB + TNB + GNS + Farmer",59,23
"1063",1063,1063,65662774811373.6,27706135974537.5,5217405951.50547,8158668.28503261,"GNB + TNB + GNS + Farmer",59,24
"1064",1064,1064,96346716375367.6,39194719776697.8,5522375394.32934,7921825.48227169,"GNB + TNB + GNS + Farmer",59,25
"1065",1065,1065,74806960226557.4,32865267791684.9,5339000052.52233,8061718.66562875,"GNB + TNB + GNS + Farmer",59,26
"1066",1066,1066,83320940605795.8,43735259557096,5352648414.52805,7904882.81027434,"GNB + TNB + GNS + Farmer",59,27
"1067",1067,1067,99871278369943.7,59184584471256.4,5433393226.87856,7720040.54626781,"GNB + TNB + GNS + Farmer",59,28
"1068",1068,1068,101129025599637,53915678351950.9,5444254406.59435,7769347.94658063,"GNB + TNB + GNS + Farmer",59,29
"1069",1069,1069,87884986878137,33853948920066.2,5462531336.64485,8009271.87122214,"GNB + TNB + GNS + Farmer",59,30
"1070",1070,1070,79066895861347.2,30992119684356.2,5364934219.88231,8032765.35534257,"GNB + TNB + GNS + Farmer",59,31
"1071",1071,1071,90188112457357.3,36382062861548,5503018663.78922,7987631.24663955,"GNB + TNB + GNS + Farmer",59,32
"1072",1072,1072,71642725391333.2,30527165397666.3,5287056435.47162,8086001.53462656,"GNB + TNB + GNS + Farmer",59,33
"1073",1073,1073,69140544393001.9,28456465487554.4,5257292720.88356,8156755.34227551,"GNB + TNB + GNS + Farmer",59,34
"1074",1074,1074,86473671352124.8,36977283435556.9,5422192361.10594,7979208.33519606,"GNB + TNB + GNS + Farmer",59,35
"1075",1075,1075,87131840698896.9,34539725049597.8,5479405642.36185,8023054.39204151,"GNB + TNB + GNS + Farmer",59,36
"1076",1076,1076,98312213054108.9,48197825148681.9,5465826740.29683,7814138.00123435,"GNB + TNB + GNS + Farmer",59,37
"1077",1077,1077,97214673066398,60630024916714.1,5389007457.07047,7723978.65010366,"GNB + TNB + GNS + Farmer",59,38
"1078",1078,1078,85297960078202.9,40116080034188.3,5327593411.66722,7944752.21138062,"GNB + TNB + GNS + Farmer",59,39
"1079",1079,1079,77919805704168.8,33438739204479.1,5336741403.04424,8068051.00949365,"GNB + TNB + GNS + Farmer",59,40
"1080",1080,1080,64678731820824.5,27024891647133.5,5213485906.54241,8188610.1916464,"GNB + TNB + GNS + Farmer",59,41
"1081",1081,1081,97180242903631.2,51175860268781.8,5426717623.65766,7800775.16173526,"GNB + TNB + GNS + Farmer",59,42
"1082",1082,1082,68626311091590.1,30876724645698.6,5194582324.14075,8094308.84159777,"GNB + TNB + GNS + Farmer",59,43
"1083",1083,1083,93368046140081.5,36625592389977.5,5489167701.21173,7936088.01681745,"GNB + TNB + GNS + Farmer",59,44
"1084",1084,1084,97723829074134.8,58842861140484,5423670226.03054,7736689.90978445,"GNB + TNB + GNS + Farmer",59,45
"1085",1085,1085,70638445246314.2,32973177907313.8,5273159730.08562,8078333.51993808,"GNB + TNB + GNS + Farmer",59,46
"1086",1086,1086,89278034440943.7,41246216066261,5379133564.69614,7918876.18042813,"GNB + TNB + GNS + Farmer",59,47
"1087",1087,1087,90190079332639,35369639292454.7,5473741976.72687,7982197.76924892,"GNB + TNB + GNS + Farmer",59,48
"1088",1088,1088,80531574177419.8,37142524599681,5296881289.07148,7980357.26961608,"GNB + TNB + GNS + Farmer",59,49
"1089",1089,1089,95406928689718.2,52831452692076.6,5423533453.6995,7794664.02876685,"GNB + TNB + GNS + Farmer",59,50
"1090",1090,1090,95349123516034.8,57965081320502.6,5388378821.66803,7745602.21396918,"GNB + TNB + GNS + Farmer",60,1
"1091",1091,1091,103592597664132,42807562622413.5,5539243851.40697,7882589.82270412,"GNB + TNB + GNS + Farmer",60,2
"1092",1092,1092,105565280506510,45378801354108.2,5526120372.96001,7844055.14444632,"GNB + TNB + GNS + Farmer",60,3
"1093",1093,1093,64774564586807,30640278216033,5184845388.19352,8107942.18249579,"GNB + TNB + GNS + Farmer",60,4
"1094",1094,1094,64033239986647,27023630835702,5230166142.16046,8199147.64568855,"GNB + TNB + GNS + Farmer",60,5
"1095",1095,1095,95520819246779.6,57132719166868.9,5391961597.78088,7743851.5903175,"GNB + TNB + GNS + Farmer",60,6
"1096",1096,1096,69718080886670.6,29075654439208.7,5282578938.02544,8154852.97084871,"GNB + TNB + GNS + Farmer",60,7
"1097",1097,1097,104560584384941,46619267986158,5496987086.59839,7830709.18857422,"GNB + TNB + GNS + Farmer",60,8
"1098",1098,1098,68041022034184.5,31644501278999.9,5212334559.08091,8092432.74061688,"GNB + TNB + GNS + Farmer",60,9
"1099",1099,1099,97375086572289.5,47800851473960.1,5423073844.99398,7809062.77590388,"GNB + TNB + GNS + Farmer",60,10
"1100",1100,1100,71129639678607,32740676289532.1,5300558507.7357,8072334.33990277,"GNB + TNB + GNS + Farmer",60,11
"1101",1101,1101,92744439782540.3,54399627985721.5,5382752011.90669,7779780.93324975,"GNB + TNB + GNS + Farmer",60,12
"1102",1102,1102,68824859199996.5,29255201303813.9,5253432201.65671,8120756.41684703,"GNB + TNB + GNS + Farmer",60,13
"1103",1103,1103,65831521589504.3,27982232347308.4,5240835372.73694,8171574.92926828,"GNB + TNB + GNS + Farmer",60,14
"1104",1104,1104,98980738796150.3,46740592425199.2,5431103779.45685,7787955.41975557,"GNB + TNB + GNS + Farmer",60,15
"1105",1105,1105,84652533434350,32996881211951.6,5410572370.39431,8003246.79371434,"GNB + TNB + GNS + Farmer",60,16
"1106",1106,1106,67579263034388.1,34928529283378.4,5188469001.63315,8031280.63112636,"GNB + TNB + GNS + Farmer",60,17
"1107",1107,1107,98665019776717.2,51651872506712.8,5461640155.8018,7795400.76574156,"GNB + TNB + GNS + Farmer",60,18
"1108",1108,1108,100583867306408,40322010270503.6,5517369919.68574,7911555.71037907,"GNB + TNB + GNS + Farmer",60,19
"1109",1109,1109,79822318997772,43179547889379.4,5272604950.0074,7919071.59759077,"GNB + TNB + GNS + Farmer",60,20
"1110",1110,1110,82047748872452.2,32697485983260.3,5388742606.49316,8017046.87775551,"GNB + TNB + GNS + Farmer",60,21
"1111",1111,1111,80740306805050.6,42070394839427.9,5353995621.59125,7929147.77885028,"GNB + TNB + GNS + Farmer",60,22
"1112",1112,1112,66881877431343.2,29196951685905.2,5228090605.14236,8125368.39568021,"GNB + TNB + GNS + Farmer",60,23
"1113",1113,1113,76132402077811.6,34475994040496.9,5300037796.14841,8032543.87610304,"GNB + TNB + GNS + Farmer",60,24
"1114",1114,1114,86721754544228.8,35947002386191,5444852344.32815,7981876.94461903,"GNB + TNB + GNS + Farmer",60,25
"1115",1115,1115,88032627515156,48396935095494.5,5367870262.76231,7872982.43509915,"GNB + TNB + GNS + Farmer",60,26
"1116",1116,1116,94107754566045.5,56118676031346.2,5393425702.91031,7768727.82983991,"GNB + TNB + GNS + Farmer",60,27
"1117",1117,1117,80005231705647.8,39387640303643.8,5361692216.38471,7958378.18268492,"GNB + TNB + GNS + Farmer",60,28
"1118",1118,1118,95468953912087.9,53074833460564,5414179260.0553,7816918.19207079,"GNB + TNB + GNS + Farmer",60,29
"1119",1119,1119,73333213047547.7,31587958012322.4,5339553048.90961,8106074.59087575,"GNB + TNB + GNS + Farmer",60,30
"1120",1120,1120,74490150630347.8,32597210016159.5,5289627406.55864,8090731.69363508,"GNB + TNB + GNS + Farmer",60,31
"1121",1121,1121,90444410003768.9,38174928668161.7,5452922437.65396,7949003.38278289,"GNB + TNB + GNS + Farmer",60,32
"1122",1122,1122,101792564667718,44022131905954.1,5526601436.32602,7890981.95932942,"GNB + TNB + GNS + Farmer",60,33
"1123",1123,1123,95253970537305.8,40767504631926.1,5471346681.75422,7913287.57211324,"GNB + TNB + GNS + Farmer",60,34
"1124",1124,1124,93192759126821.2,57232159652791.9,5345656441.10237,7758290.41223964,"GNB + TNB + GNS + Farmer",60,35
"1125",1125,1125,64775185422933.2,27244321721694.2,5246027762.28031,8181383.11026748,"GNB + TNB + GNS + Farmer",60,36
"1126",1126,1126,72927437212590.2,33098727103732.4,5294072867.02971,8050716.32592684,"GNB + TNB + GNS + Farmer",60,37
"1127",1127,1127,77140223106643.1,30778581929902.2,5351046676.38656,8058187.95741626,"GNB + TNB + GNS + Farmer",60,38
"1128",1128,1128,85564954053927.5,44422633014657.5,5346589457.24597,7879867.7772113,"GNB + TNB + GNS + Farmer",60,39
"1129",1129,1129,92404786662512.7,38130778079210.1,5484179538.47514,7962475.88178528,"GNB + TNB + GNS + Farmer",60,40
"1130",1130,1130,78099789794547.7,36959746002702,5313337620.27414,8000261.00160458,"GNB + TNB + GNS + Farmer",60,41
"1131",1131,1131,96326453999505.8,51910028183273.9,5414028045.84139,7787257.12105068,"GNB + TNB + GNS + Farmer",60,42
"1132",1132,1132,91820132470937.1,48452795399271.1,5401068020.15006,7850121.77172677,"GNB + TNB + GNS + Farmer",60,43
"1133",1133,1133,87063753327336.3,43579935062820.9,5401004188.34496,7900707.4539001,"GNB + TNB + GNS + Farmer",60,44
"1134",1134,1134,102223111452209,43436333861134.3,5510028181.41732,7884939.09828985,"GNB + TNB + GNS + Farmer",60,45
"1135",1135,1135,90303059169867.6,55239061730502.2,5354764439.52022,7771631.31609649,"GNB + TNB + GNS + Farmer",60,46
"1136",1136,1136,104940129619970,43896863935729.6,5512189743.21883,7859976.64732926,"GNB + TNB + GNS + Farmer",60,47
"1137",1137,1137,88847637163829.4,35908866433959.1,5447354112.23851,7992524.44842715,"GNB + TNB + GNS + Farmer",60,48
"1138",1138,1138,94593400471907.4,38658106373101.3,5476717919.57573,7928594.77938585,"GNB + TNB + GNS + Farmer",60,49
"1139",1139,1139,93913624857373.3,40054728886647.6,5446820300.70046,7938636.86951138,"GNB + TNB + GNS + Farmer",60,50
"1140",1140,1140,59444086395607.1,24918765346470,5192529239.88982,8208613.29024866,"GNB + TNB + GNS + Farmer",61,1
"1141",1141,1141,104494618081329,47074164590786.4,5572725564.77212,7831360.95407855,"GNB + TNB + GNS + Farmer",61,2
"1142",1142,1142,94062596736112,56202280339953.1,5370275315.15259,7742058.48026825,"GNB + TNB + GNS + Farmer",61,3
"1143",1143,1143,105367997185220,46234609525471.6,5557995855.37417,7819493.27580181,"GNB + TNB + GNS + Farmer",61,4
"1144",1144,1144,63669244063019.4,29742486983015.8,5163932190.84064,8136308.96423755,"GNB + TNB + GNS + Farmer",61,5
"1145",1145,1145,58281664072727.2,25016940741730.4,5166482996.03873,8221428.56450782,"GNB + TNB + GNS + Farmer",61,6
"1146",1146,1146,78225735899184.9,38328082484943,5295755701.5513,7982129.299245,"GNB + TNB + GNS + Farmer",61,7
"1147",1147,1147,68337837675979,30253070726234.3,5268754019.27509,8093049.81369502,"GNB + TNB + GNS + Farmer",61,8
"1148",1148,1148,86643298331239.8,43144705240670.7,5401652196.59699,7925392.15003794,"GNB + TNB + GNS + Farmer",61,9
"1149",1149,1149,93379027090912.7,40816533752396.1,5495501827.00308,7938721.82863373,"GNB + TNB + GNS + Farmer",61,10
"1150",1150,1150,102535649239452,49931033541202,5517467031.74089,7805377.9037976,"GNB + TNB + GNS + Farmer",61,11
"1151",1151,1151,81263612156038.9,40958942867785.1,5332634585.79626,7960163.41805485,"GNB + TNB + GNS + Farmer",61,12
"1152",1152,1152,92478150244878.5,48210838910530,5410170782.29464,7853028.5387377,"GNB + TNB + GNS + Farmer",61,13
"1153",1153,1153,85207989445577.5,34373002592678.2,5468079833.02587,8031303.2660272,"GNB + TNB + GNS + Farmer",61,14
"1154",1154,1154,74864267313490.4,32840772657902.5,5305237658.45447,8079719.93065451,"GNB + TNB + GNS + Farmer",61,15
"1155",1155,1155,83360571254151.7,34835323671962.1,5449695547.62481,8016298.37300666,"GNB + TNB + GNS + Farmer",61,16
"1156",1156,1156,90693143633918,37636824951424.4,5488072447.39277,7992061.10238363,"GNB + TNB + GNS + Farmer",61,17
"1157",1157,1157,96998026109420.3,53376150752479.1,5413487596.61984,7788230.57829203,"GNB + TNB + GNS + Farmer",61,18
"1158",1158,1158,99158699782791.7,41343864466882.7,5540914455.77025,7911236.38349068,"GNB + TNB + GNS + Farmer",61,19
"1159",1159,1159,75994519969826.6,31383980834118.7,5352998048.40543,8069467.47910565,"GNB + TNB + GNS + Farmer",61,20
"1160",1160,1160,77705822713730.6,36429789766307.6,5318167055.42068,8007063.17693086,"GNB + TNB + GNS + Farmer",61,21
"1161",1161,1161,87240525565048.3,45325037393945.2,5340159468.23072,7890782.28602355,"GNB + TNB + GNS + Farmer",61,22
"1162",1162,1162,96250581188719.7,54436935494788.3,5419696132.93444,7777549.07974341,"GNB + TNB + GNS + Farmer",61,23
"1163",1163,1163,91434602155018.2,56174493751296.3,5359237436.82488,7761877.6422392,"GNB + TNB + GNS + Farmer",61,24
"1164",1164,1164,61569682349314.1,27401792312609.8,5203713780.61476,8171034.52313049,"GNB + TNB + GNS + Farmer",61,25
"1165",1165,1165,89970221823352.3,47217735311389.2,5381998092.35321,7857450.84297711,"GNB + TNB + GNS + Farmer",61,26
"1166",1166,1166,73260233828804.4,33359527516623.7,5296385181.38432,8055380.32489225,"GNB + TNB + GNS + Farmer",61,27
"1167",1167,1167,66872551881819.8,31002984073334.5,5210629139.85795,8116741.67104701,"GNB + TNB + GNS + Farmer",61,28
"1168",1168,1168,101510663347991,46192550474492.2,5559647231.03076,7872964.06405016,"GNB + TNB + GNS + Farmer",61,29
"1169",1169,1169,71668449125338.7,34837664551842.5,5222348898.4245,8042862.3370539,"GNB + TNB + GNS + Farmer",61,30
"1170",1170,1170,88910885894989.4,52176138754081.6,5328682840.22482,7800206.58684868,"GNB + TNB + GNS + Farmer",61,31
"1171",1171,1171,97963849028775.6,42273702567370.6,5508855937.3364,7884102.78342069,"GNB + TNB + GNS + Farmer",61,32
"1172",1172,1172,72221159994419.1,29043152982687.2,5278023060.70736,8125109.51451933,"GNB + TNB + GNS + Farmer",61,33
"1173",1173,1173,94714635784936.1,44151840195651.1,5468765857.98079,7884239.2285414,"GNB + TNB + GNS + Farmer",61,34
"1174",1174,1174,93989509521960.6,54796665531883.9,5367611717.1554,7756817.2872881,"GNB + TNB + GNS + Farmer",61,35
"1175",1175,1175,65045051023030.4,28753433610576,5189603547.75386,8146934.07488288,"GNB + TNB + GNS + Farmer",61,36
"1176",1176,1176,62777843933704.4,26532142377912.2,5226684777.75062,8183453.85973307,"GNB + TNB + GNS + Farmer",61,37
"1177",1177,1177,97827229626040.3,42788904269453.9,5528914547.80026,7908720.03261271,"GNB + TNB + GNS + Farmer",61,38
"1178",1178,1178,76433815279343,30075829120299.5,5366694924.60136,8108573.5894618,"GNB + TNB + GNS + Farmer",61,39
"1179",1179,1179,90110121621715.4,44822550373487,5405238754.9273,7893644.0948355,"GNB + TNB + GNS + Farmer",61,40
"1180",1180,1180,100929840139068,46635179597179.1,5527647799.62996,7833266.79248875,"GNB + TNB + GNS + Farmer",61,41
"1181",1181,1181,64581999397492.8,30606349824412.9,5166502272.6571,8119492.26650024,"GNB + TNB + GNS + Farmer",61,42
"1182",1182,1182,79482947897880.5,35371005603419.8,5364125589.77011,8027753.57679334,"GNB + TNB + GNS + Farmer",61,43
"1183",1183,1183,89615335326922,41808263179474,5440531671.76992,7946431.27540629,"GNB + TNB + GNS + Farmer",61,44
"1184",1184,1184,88241863176256.9,42147306766942,5432937924.26868,7953549.52147479,"GNB + TNB + GNS + Farmer",61,45
"1185",1185,1185,79205054481788.4,32318286779102.8,5377359796.80803,8045463.62360081,"GNB + TNB + GNS + Farmer",61,46
"1186",1186,1186,96597920612715.6,51219026135896.4,5426160202.31264,7808678.43998916,"GNB + TNB + GNS + Farmer",61,47
"1187",1187,1187,93042373380436,41824244486584.9,5452895792.81751,7912735.62380469,"GNB + TNB + GNS + Farmer",61,48
"1188",1188,1188,95364408977811.9,46789754176637.1,5421265713.11501,7839353.93536989,"GNB + TNB + GNS + Farmer",61,49
"1189",1189,1189,73049171202070.6,35426056653073.9,5256277079.29785,8007342.2646095,"GNB + TNB + GNS + Farmer",61,50
"1190",1190,1190,64448685425046.2,26803638704607.6,5272804840.19594,8209587.40449928,"GNB + TNB + GNS + Farmer",62,1
"1191",1191,1191,64148800774079.5,26917287789707.9,5219214577.87867,8190639.72154818,"GNB + TNB + GNS + Farmer",62,2
"1192",1192,1192,98808684626972.1,56534929772930.2,5434776032.34,7754745.03725288,"GNB + TNB + GNS + Farmer",62,3
"1193",1193,1193,64381087586871.2,26350588892516,5274636358.38653,8195339.36785671,"GNB + TNB + GNS + Farmer",62,4
"1194",1194,1194,66566213374972.2,32773468823289.5,5179408037.39964,8102442.86306174,"GNB + TNB + GNS + Farmer",62,5
"1195",1195,1195,103026906055191,43491146882254,5511942657.3128,7854926.83594077,"GNB + TNB + GNS + Farmer",62,6
"1196",1196,1196,99216823140280.5,40578992032882,5536719493.88103,7902060.63528958,"GNB + TNB + GNS + Farmer",62,7
"1197",1197,1197,85610728601708.1,45487714757689.9,5338482919.16498,7882810.28012469,"GNB + TNB + GNS + Farmer",62,8
"1198",1198,1198,77769874582980.3,34795533664385.8,5360826320.62227,8009189.24864769,"GNB + TNB + GNS + Farmer",62,9
"1199",1199,1199,90389632523550.1,49932857070025.7,5382451752.17504,7829112.40498591,"GNB + TNB + GNS + Farmer",62,10
"1200",1200,1200,68101370930883.5,30882897622486.9,5229626257.948,8121662.29831866,"GNB + TNB + GNS + Farmer",62,11
"1201",1201,1201,69275893367538.4,28884899273048.4,5300764789.18835,8153799.25284677,"GNB + TNB + GNS + Farmer",62,12
"1202",1202,1202,94164155409079.2,38911275246777.1,5487712785.55137,7920454.86205492,"GNB + TNB + GNS + Farmer",62,13
"1203",1203,1203,73907038783747.4,36040954054865.2,5252431512.35785,8021846.76782043,"GNB + TNB + GNS + Farmer",62,14
"1204",1204,1204,71376891457575,27774646085300.8,5318736590.01491,8176971.92134433,"GNB + TNB + GNS + Farmer",62,15
"1205",1205,1205,86520553503188.1,42884396589253.4,5392364632.89733,7875544.81256942,"GNB + TNB + GNS + Farmer",62,16
"1206",1206,1206,87773334368525,34073654101671,5453693808.9802,8016836.01826374,"GNB + TNB + GNS + Farmer",62,17
"1207",1207,1207,101304088330706,53206648245515.6,5443257094,7757863.2497472,"GNB + TNB + GNS + Farmer",62,18
"1208",1208,1208,100175470863523,53755683810195.9,5464357293.26225,7770212.92809318,"GNB + TNB + GNS + Farmer",62,19
"1209",1209,1209,72915519663696.6,35131471870150.3,5238605334.59455,8051506.1711573,"GNB + TNB + GNS + Farmer",62,20
"1210",1210,1210,81269157631267.9,43634811591624.6,5296520621.87255,7902406.37707024,"GNB + TNB + GNS + Farmer",62,21
"1211",1211,1211,99950974219281.3,47798051396391.4,5462516865.54992,7797900.20955849,"GNB + TNB + GNS + Farmer",62,22
"1212",1212,1212,84180652404939.5,41767102529262.2,5378967653.42147,7923100.2712685,"GNB + TNB + GNS + Farmer",62,23
"1213",1213,1213,97202406100364.8,51095441371472.4,5428064391.82537,7787621.17890518,"GNB + TNB + GNS + Farmer",62,24
"1214",1214,1214,75519848622696.4,33144824529394.9,5351949088.96952,8061707.72834915,"GNB + TNB + GNS + Farmer",62,25
"1215",1215,1215,81810278369978.1,35593282642718.4,5330419190.68563,7974028.49054367,"GNB + TNB + GNS + Farmer",62,26
"1216",1216,1216,71877019227974.2,29712790596055.5,5323025860.84902,8139861.33978317,"GNB + TNB + GNS + Farmer",62,27
"1217",1217,1217,65889432967178.4,28336972981674.3,5288711353.85053,8187278.98518522,"GNB + TNB + GNS + Farmer",62,28
"1218",1218,1218,95443211538317.1,36641693407407.9,5504637218.3239,7949920.97226336,"GNB + TNB + GNS + Farmer",62,29
"1219",1219,1219,74371288417844.5,36927415504997.6,5274140876.21754,7992203.23423918,"GNB + TNB + GNS + Farmer",62,30
"1220",1220,1220,67901623239119.2,32968514000978.9,5204251899.94956,8096528.3957771,"GNB + TNB + GNS + Farmer",62,31
"1221",1221,1221,78339933568185.7,34601195119960.7,5337665649.22466,7982215.37636397,"GNB + TNB + GNS + Farmer",62,32
"1222",1222,1222,98250655010924.4,46278052827706.2,5458168944.6301,7839157.91864999,"GNB + TNB + GNS + Farmer",62,33
"1223",1223,1223,91854747575920.4,35892136661378.5,5481415626.9809,7963095.38464361,"GNB + TNB + GNS + Farmer",62,34
"1224",1224,1224,83330817973376.9,37836627645152.3,5348641313.22852,7970748.09860138,"GNB + TNB + GNS + Farmer",62,35
"1225",1225,1225,86768449119984.5,41567630048727.1,5399441414.04338,7907673.53194539,"GNB + TNB + GNS + Farmer",62,36
"1226",1226,1226,64658799142692.9,30515816205058.7,5186344672.97418,8131779.16321727,"GNB + TNB + GNS + Farmer",62,37
"1227",1227,1227,89895787933372.6,37946833543560.3,5441933448.12158,7931557.19020426,"GNB + TNB + GNS + Farmer",62,38
"1228",1228,1228,79850993804892.4,39893246442197.4,5283230516.88685,7946311.90833332,"GNB + TNB + GNS + Farmer",62,39
"1229",1229,1229,92822729068264.5,40568390522014.6,5461366072.97376,7911652.83904764,"GNB + TNB + GNS + Farmer",62,40
"1230",1230,1230,97303351047236.6,38344566937915.5,5522545728.18402,7929957.27708575,"GNB + TNB + GNS + Farmer",62,41
"1231",1231,1231,98531787551820.2,55045052144136.6,5439243415.9812,7755152.00035436,"GNB + TNB + GNS + Farmer",62,42
"1232",1232,1232,91774524540717,46032693438627.5,5406719295.20106,7857013.88878924,"GNB + TNB + GNS + Farmer",62,43
"1233",1233,1233,67184517504736.7,28155447472057.4,5260170184.0248,8170755.95411323,"GNB + TNB + GNS + Farmer",62,44
"1234",1234,1234,70306185289924.1,30159106421877.6,5279386998.39232,8130330.88564924,"GNB + TNB + GNS + Farmer",62,45
"1235",1235,1235,86562782845955.8,47053024861710.4,5355375715.02575,7860725.1322654,"GNB + TNB + GNS + Farmer",62,46
"1236",1236,1236,94922241754414.3,35137373633457,5513966752.02903,7959971.81488592,"GNB + TNB + GNS + Farmer",62,47
"1237",1237,1237,96139279441662.1,46744622880969.7,5446398030.40646,7818134.87671,"GNB + TNB + GNS + Farmer",62,48
"1238",1238,1238,72132630553308.2,32989253340248.6,5245005096.86805,8086695.05559413,"GNB + TNB + GNS + Farmer",62,49
"1239",1239,1239,72720579272994,34286513161753,5282487308.25459,8073297.14226236,"GNB + TNB + GNS + Farmer",62,50
"1240",1240,1240,62288984645509.2,26209277697550.4,5223754050.9816,8192315.15449942,"GNB + TNB + GNS + Farmer",63,1
"1241",1241,1241,64818300979504.8,30443730211126.2,5195504908.72035,8112232.48962146,"GNB + TNB + GNS + Farmer",63,2
"1242",1242,1242,99656728194503.1,56883939359404.1,5427328694.85039,7710196.65436399,"GNB + TNB + GNS + Farmer",63,3
"1243",1243,1243,105472643038347,54158277328066.4,5499401416.86445,7760468.8087065,"GNB + TNB + GNS + Farmer",63,4
"1244",1244,1244,103168871606075,48372052752153.4,5512131169.9877,7824743.9616897,"GNB + TNB + GNS + Farmer",63,5
"1245",1245,1245,64257998876007.5,26950195154507.9,5233628179.02713,8181239.9060859,"GNB + TNB + GNS + Farmer",63,6
